Description,Rate,Titles,Year
Drama. Historias cruzadas. II Guerra Mundial. Holocausto. Nazismo. Drama carcelario,"6,6",Paraíso ,2016
Drama. Familia. Acoso escolar. Colegios & Universidad,"6,6",Después de Lucía ,2012
Thriller. Drama. Basado en hechos reales. Crimen. Años 70,"6,6",El ángel ,2018
Comedia. Romance. Musical. Comedia romántica,"6,6",El desfile del amor ,1929
Drama. Holocausto. Homosexualidad. Drama romántico,"6,6",Bent ,1997
Documental. Documental sobre cine,"6,6","Orson Welles, el genio creador ",2014
Drama. Familia,"6,6",Nuestros días felices ,1990
Drama. Siglo XVII,"6,6",El niño de Mâcon ,1993
Terror. Sobrenatural. Casas encantadas. Brujería. Película de culto. Giallo,"6,6",Suspiria ,1977
Drama. ,"6,6",Abismos de pasión ,1953
Comedia. Drama. Musical. Música. Amistad. Adolescencia,"6,6",Somos Mari Pepa ,2013
Bélico. Drama. Guerra de Corea,"6,6",Casco de acero ,1951
Drama. Comedia. Romance. Teatro. Años 30,"6,6",Conociendo a Julia ,2004
Terror. Sobrenatural. Película de episodios,"6,6",Las tres caras del miedo ,1963
Drama. ,"6,6",Libertad condicional ,1978
Drama. Crimen,"6,6",El relojero de Saint-Paul ,1973
Drama. Racismo. Esclavitud. Siglo XIX. Guerra de Secesión. Melodrama. Cine mudo,"6,6",La cabaña del tío Tom ,1927
Documental. ,"6,6",Últimos días en Shibati ,2017
Western. ,"6,6",Apache ,1954
Romance. Comedia. Comedia romántica. Enseñanza,"6,6",Educando a Rita ,1983
Drama. Thriller. Romance. Homosexualidad. Familia. Celos. Transexualidad / transgénero. Melodrama,"6,6",La ley del deseo ,1987
Drama. Dogma. Película de culto,"6,6",Los idiotas ,1998
Drama. Holocausto. II Guerra Mundial. Nazismo. Drama carcelario,"6,6",El hijo de Saúl ,2015
Ciencia ficción. Drama. Romance. Distopía. Comedia negra,"6,6",Langosta ,2015
Comedia. Drama. Comedia negra,"6,6",Yo serví al rey de Inglaterra ,2006
Drama. Bélico. II Guerra Mundial. Histórico,"6,6",La redada ,2010
Drama. Romance. Drama romántico. Guerra de los Balcanes. Película de episodios,"6,6",Bajo el sol ,2015
Comedia. Drama. Comedia romántica. Guerra Civil Española. II Guerra Mundial,"6,6",Adelante mi amor ,1940
Serie de TV. Drama. Miniserie de TV. Crimen,"6,6",Detective Muncie (In Plain Sight) (Miniserie de TV),2016
Terror. Siglo XIX. Sobrenatural. Película de culto. Cine independiente USA,"6,6",La caída de la casa Usher ,1960
Drama. Crimen. Historias cruzadas. Conflicto árabe-israelí,"6,6",Ajami ,2009
Drama. Histórico,"6,6",Bauhaus ,2019
Drama. Adolescencia. Drama social. Baile,"6,6",Fish Tank ,2009
Ciencia ficción. Thriller. Viajes en el tiempo. Película de culto,"6,6",Los cronocrímenes ,2007
Comedia. Drama. Música,"6,6",La banda nos visita ,2007
Drama. Familia. Crimen,"6,6",La mirada del hijo (Madre e hijo) ,2013
Aventuras. Drama. Naturaleza. Basado en hechos reales,"6,6",La selva esmeralda ,1985
Drama. ,"6,6",Música en la oscuridad ,1948
Drama. ,"6,6",Vida y aventuras de Nicholas Nickleby ,1947
Comedia. Drama. Película de episodios,"6,6",Si yo tuviera un millón ,1932
Documental. Conciertos. Documental sobre música,"6,6",Glastonbury ,2006
Comedia. Drama. ,"6,6",La importancia de llamarse Ernesto ,1952
Drama. ,"6,6",Diario de una camarera (Memorias de una doncella) ,1946
Comedia. Drama. Comedia dramática. Comedia negra,"6,6",Un cuento chino ,2011
Comedia. Romance. Musical. ,"6,6",Montecarlo ,1930
Drama. Romance. Drama romántico,"6,6",Desde que te fuiste ,1944
Documental. Biográfico,"6,6","Jacques Leonard, el payo Chac ",2011
Drama. Policíaco,"6,6",El bonaerense ,2002
Thriller. Drama. Thriller psicológico. Drama psicológico. Melodrama. Secuestros / Desapariciones,"6,6",La piel que habito ,2011
Intriga. Drama. Policíaco. Crimen. Racismo,"6,6",Crimen al atardecer ,1959
Cine negro. Drama. Crimen,"6,6",El último disparo ,1947
Drama. Años 60. Racismo. Política. Histórico. Basado en hechos reales,"6,6",Selma ,2014
Drama. Biográfico. Antiguo Egipto. Cine épico,"6,6",Cleopatra ,1934
Comedia. Musical. Música. Colegios & Universidad,"6,6",Es grande ser joven ,1956
Documental. ,"6,6",La primavera ,2012
Drama. Musical. Falso documental. Años 70,"6,6",Brothers of the Head ,2005
Thriller. Drama. Años 1910-1919. Telefilm,"6,6",Ha llegado un inspector (TV),2015
Drama. Película de episodios. Años 30. Secuestros / Desapariciones,"6,6",Tú ríes ,1998
Drama. Caballos. Adolescencia. Vida rural (Norteamérica),"6,6",Lean on Pete ,2017
Documental. ,"6,6",Renta básica ,2017
Drama. Free Cinema,"6,6",El animador ,1960
Drama. Romance. Drama romántico. Adolescencia,"6,6",Un amour de jeunesse (Primer amor) ,2011
Animación. Infantil. Comedia. Aventuras. Cómic,"6,6",Astérix y la sorpresa del César ,1985
Drama. Aventuras. Pájaros. Naturaleza. Surrealismo. Homosexualidad,"6,6",El ornitólogo ,2016
Comedia. Bélico. II Guerra Mundial,"6,6","¿Qué hiciste en la guerra, papi? ",1966
Romance. Drama. Drama romántico,"6,6",Pandora y el holandés errante ,1951
Documental. Crimen,"6,6",El perdón ,2009
Drama. Romance. ,"6,6",Deseo bajo los olmos ,1958
Comedia. Drama. Comedia negra. Comedia dramática. Secuela,"6,6",Carmina y amén. ,2014
Drama. Medicina,"6,6",No serás un extraño ,1955
Drama. Drama social. Crisis económica 2008. Pobreza,"6,6",Techo y comida ,2015
Documental. Transexualidad / transgénero,"6,6",I hate New York ,2018
Drama. Historias cruzadas,"6,6",Días perros (Día de perros) ,2001
Drama. Homosexualidad. Crimen. Guerra Civil Española. Enfermedad,"6,6",El mar ,2000
Documental. Animales. Perros/Lobos. Naturaleza,"6,6","Marcos, el lobo solitario ",2012
Drama. Infancia. Animales. Pájaros,"6,6",Kauwboy ,2012
Drama. Thriller. Romance. Bélico. Espionaje. II Guerra Mundial. Nazismo. Melodrama,"6,6",Clandestino y caballero ,1946
Drama. Discapacidad auditiva. Adolescencia. Prostitución. Colegios & Universidad. Acoso escolar,"6,6",The Tribe ,2014
Documental. Documental sobre música. Biográfico,"6,6",Kurt Cobain: sobre un hijo ,2007
Drama. Religión. Basado en hechos reales. Años 90,"6,6",De dioses y hombres ,2010
Drama. Romance. Drama romántico,"6,6",Clément ,2001
Comedia. Comedia romántica. Brujería,"6,6",Me casé con una bruja ,1942
Romance. Comedia. Drama. Jazz. Música,"6,6",Un día volveré (París Blues) ,1961
Thriller. Intriga. Comedia negra,"6,6",Tumba abierta ,1994
Drama. Secuestros / Desapariciones. Religión,"6,6",Secret Sunshine ,2007
Drama. Drama carcelario,"6,6",Motín en el pabellón 11 ,1954
Documental. Periodismo. Telefilm,"6,6","Page One, un año en The New York Times (TV)",2011
Documental. Documental sobre cine,"6,6",Paradiso ,2013
Drama. Colegios & Universidad. Adolescencia. Amistad. Drama social,"6,6",Princesa (Han Gong-Ju) ,2013
Drama. Familia,"6,6",La vida mancha ,2003
Drama. ,"6,6","Bab'Aziz, el sabio sufí ",2005
Drama. Homosexualidad. Años 60,"6,6",Ábrete de orejas ,1987
Drama. Holocausto. Nazismo. Enfermedad. Alzheimer. Venganza,"6,6",Remember ,2015
Drama. Fútbol,"6,6",El camino de San Diego ,2006
Drama. Música,"6,6",El último Elvis ,2012
Drama. Historias cruzadas. Melodrama,"6,6",Loreak (Flores) ,2014
Documental. Holocausto. Nazismo. Mediometraje,"6,6",El diario secreto del holocausto ,2009
Drama. Bélico. I Guerra Mundial. Aviones,"6,6",Los ángeles del infierno ,1930
Thriller. Drama. Thriller psicológico. Secuestros / Desapariciones. Familia. Vida rural. Bodas,"6,6",Todos lo saben ,2018
Documental. Drogas,"6,6",El sicario: Room 164 ,2010
Comedia. Drama. Drama social,"6,6",La parte de los ángeles ,2012
Drama. Inmigración,"6,6",Lejos ,2001
Romance. Drama. Drama romántico. Baile,"6,6",No estoy hecho para ser amado ,2005
Drama. Basado en hechos reales. Religión. África,"6,6",Timbuktu ,2014
Documental. ,"6,6",Loba ,2015
Drama. Romance. Drama romántico. Homosexualidad,"6,6",El viaje ,2004
Romance. Drama. ,"6,6",Para que no me olvides ,2005
Thriller. Drama. Cine negro. Crimen. Familia. Neo-noir,"6,6",Animal Kingdom ,2010
Drama. Cine dentro del cine. Familia,"6,6",El padre de mis hijos ,2009
Comedia. Drama. Edad Media,"6,6",Los cuentos de Canterbury ,1972
Drama. Familia,"6,6",¿Qué hacemos con Maisie? ,2012
Cine negro. Drama. ,"6,6",Desesperado ,1947
Thriller. Drama. Basado en hechos reales,"6,6","Satanás, perfil de un asesino ",2007
Drama. ,"6,6",Días de Santiago ,2004
Drama. Comedia. Homosexualidad,"6,6",Blue gate crossing ,2002
Drama. Bélico. Amistad. II Guerra Mundial,"6,6",Cuatro días en mayo ,2011
Thriller. Drama. Crimen. Drogas. Secuela,"6,6",Soy el ángel de la muerte (Pusher 3) ,2005
Documental. Documental sobre música. Cine independiente USA,"6,6",Finding Fela ,2014
Documental. Documental sobre cine,"6,6",Lo que vale un peine ,2015
Drama. Cine independiente USA. Crimen. Años 80. Adolescencia,"6,6",Memorias de Queens ,2006
Terror. Thriller. Intriga. Sobrenatural. Película de episodios,"6,6",Historias de terror ,1962
Drama. Crisis económica 2008. Bolsa & Negocios. Cine independiente USA,"6,6",Margin Call ,2011
Thriller. Drama. Bélico. Guerra Fría. Submarinos. Holocausto nuclear. Aventuras marinas,"6,6",Estado de alarma ,1965
Comedia. Drama. Comedia romántica. Discapacidad,"6,6",Las mariposas son libres ,1972
Documental. Documental sobre música. Biográfico. Telefilm,"6,6",Maria Callas: La Divina - A Portrait (TV),1988
Drama. Familia,"6,6",La casa del tejado rojo ,2014
Drama. Intriga. Familia. Sátira. Drama psicológico,"6,6",Una doble vida ,1959
Drama. Western. Biográfico. Siglo XIX,"6,6",The Baron of Arizona ,1950
Comedia. Drama. Fantástico. Comedia absurda. Drama carcelario. Surrealismo. Wrestling/Lucha libre. Historias cruzadas,"6,6",Symbol ,2009
Comedia. Musical. Road Movie. Música. Comedia negra. Sátira,"6,6",Leningrad Cowboys Go America ,1989
Drama. Comedia. Comedia negra. Vejez. Enfermedad. Comedia dramática. Homosexualidad,"6,6",La fiesta de despedida ,2014
Comedia. Cocina,"6,6",Soul Kitchen ,2009
Drama. Romance. Homosexualidad,"6,6",Un momento en común ,2017
Drama. Terrorismo. Venganza,"6,6",En la sombra ,2017
Aventuras. Drama. Siglo XIX. Pobreza. Capa y espada,"6,6",El príncipe y el mendigo ,1937
Drama. Deporte. Fútbol. Drama social,"6,6",Hermano ,2010
Drama. Enseñanza,"6,6",La academia de las musas ,2015
Drama. Biográfico. Años 60. Boxeo,"6,6",El día más feliz en la vida de Olli Mäki ,2016
Drama. Drama psicológico. Drama romántico,"6,6",Ciudad portuaria ,1948
Intriga. Thriller. Crimen,"6,6",Inocencia y juventud ,1937
Documental. Vida rural,"6,6",El somni (El sueño) ,2008
Drama. ,"6,6",Los climas ,2006
Western. Drama. Racismo. Años 20,"6,6",Sweet Country ,2017
Documental. Documental sobre música,"6,6",Casamance: La banda sonora de un viaje ,2016
Documental. ,"6,6",Siria: una historia de amor ,2015
Comedia. Romance. Comedia romántica,"6,6",El solterón y la menor ,1947
Terror. Zombis. Gore. Ejército. Secuela. Película de culto. Cine independiente USA,"6,6",El día de los muertos ,1985
Drama. Cine experimental. Cine dentro del cine,"6,6",Pasión ,1982
Drama. Comedia. Comedia dramática,"6,6",Detenido en espera de juicio ,1971
Serie de TV. Drama. Miniserie de TV. Histórico. Siglo XVI. Religión,"6,6",Prefiero el Paraíso (Miniserie de TV),2010
Drama. Cine negro. Bolsa & Negocios,"6,6",Traición ,1948
Drama. Comedia. Familia. Road Movie,"6,6",Familia rodante ,2004
Drama. ,"6,6",El taxista ful ,2005
Drama. Adolescencia,"6,6",Home ,2016
Drama. Remake,"6,6",Casa de muñecas ,1973
Drama. Años 30. Drama psicológico,"6,6",Desesperación ,1978
Thriller. Drama. Drama carcelario,"6,6",Bad Boys ,1983
Drama. Infancia. Amistad,"6,6",El último verano de la Boyita ,2009
Drama. Inmigración. Familia,"6,6",Cuscús ,2007
Drama. Thriller. ,"6,6",Magallanes ,2015
Intriga. Espionaje. Secuestros / Desapariciones,"6,6",El hombre que sabía demasiado ,1934
Terror. Zombis. Metraje encontrado. Bomberos,"6,6",[•REC] ,2007
Documental. Biográfico,"6,6","Buenaventura Durruti, anarquista ",2000
Terror. Fantástico. Hombres lobo. Cuentos. Película de culto,"6,6",En compañía de lobos ,1984
Drama. Romance. Ciencia ficción. Drama romántico. Enfermedad. Discapacidad. Pandemias,"6,6",Perfect Sense ,2011
Documental. Musical. Flamenco,"6,6",Iberia ,2005
Drama. Comedia. Remake,"6,6",Sueños de juventud ,1935
Documental. ,"6,6",Priorat ,2016
Drama. ,"6,6",Propiedad privada ,2006
Intriga. Acción. Espionaje. Años 90,"6,6",Spy Game (Juego de espías) ,2001
Intriga. Fantástico. Insectos. Drogas. Literatura. Surrealismo. Película de culto,"6,6",El almuerzo desnudo ,1991
Comedia. Comedia negra. Sátira. Terrorismo,"6,6",Four Lions ,2010
Drama. Comedia. Comedia dramática. Película de episodios,"6,6",Morir (o no) ,2000
Documental. ,"6,6",El caso Litvinenko ,2007
Drama. ,"6,6",Un tal La Rocca ,1961
Drama. Romance. Navidad,"6,6",Te volveré a ver ,1944
Comedia. Siglo XIX,"6,6",Vivir con papá ,1947
Drama. Nazismo. II Guerra Mundial. Teatro. Telefilm. Payasos,"6,6",El payaso y el Führer (TV),2007
Comedia. Homosexualidad. Trabajo/empleo,"6,6",Salir del armario ,2001
Thriller. Drama. Acción. Crimen. Yakuza & Triada,"6,6",Violent Cop ,1989
Drama. Thriller. Espionaje. Guerra Fría. Drama romántico,"6,6",Se interpone un hombre ,1953
Documental. Documental sobre música. Drogas,"6,6",Hit So Hard ,2011
Thriller. Terror. Drama. ,"6,6",El caso de Lucy Harbin ,1964
Bélico. Thriller. II Guerra Mundial,"6,6","Eric, oficial de la reina ",1977
Acción. Japón feudal. Samuráis. Manga. Secuela. Live-Action,"6,5",Rurouni Kenshin 3: La leyenda termina ,2014
Drama. ,"6,5",Bajo la lluvia ,1932
Drama. Años 50. Espionaje,"6,5",The Exam ,2011
Drama. Romance. Drama romántico. Vejez,"6,5",45 años ,2015
Terror. Edad Media. Siglo XII,"6,5",La máscara de la muerte roja ,1964
Drama. ,"6,5",Alice y Martin ,1998
Aventuras. Drama. Años 40. Naturaleza,"6,5",Xingu: La misión al Amazonas ,2012
Documental. Drama social. Prostitución,"6,5",Estrellas de la Línea ,2006
Drama. Comedia dramática. Trabajo/empleo. Road Movie,"6,5",La delgada línea amarilla ,2015
Drama. Drama social. Trabajo/empleo,"6,5",La cuadrilla ,2001
Drama. Siglo XIX,"6,5",Lady Macbeth ,2016
Drama. ,"6,5",Algo parecido a la felicidad ,2005
Documental. ,"6,5",Author: La mentira de JT LeRoy ,2016
Drama. ,"6,5",Nuits blanches sur la jetée ,2014
Documental. Documental sobre música. Biográfico,"6,5",Adrià Puntí ,2012
Comedia. Drama. Amistad. Road Movie. Comedia dramática,"6,5",Locas de alegría ,2016
Drama. Drama psicológico. Nouvelle vague,"6,5",Muriel ,1963
Drama. Crimen,"6,5",Amores de un impostor ,1956
Comedia. Romance. Comedia romántica. Brujería,"6,5",Me enamoré de una bruja ,1958
Documental. Cómic. Drogas. Documental sobre música. Mediometraje,"6,5",Barcelona era una fiesta underground 1970-1980 ,2010
Intriga. Robos & Atracos. Wrestling/Lucha libre,"6,5",Topkapi ,1964
Comedia. Comedia romántica,"6,5",La luna es azul (The Moon Is Blue) ,1953
Drama. Comedia. ,"6,5",Camas deshechas ,2009
Thriller. Drama. Crimen. Asesinos en serie. Basado en hechos reales. Años 90,"6,5",Los asesinos de Snowtown ,2011
Drama. Comedia. Amistad. Vejez,"6,5",Mis tardes con Margueritte ,2010
Cine negro. Drama. Bélico. Drogas. Boxeo. Biográfico. Basado en hechos reales. II Guerra Mundial,"6,5",Combate decisivo ,1957
Drama. Adolescencia. Familia,"6,5",XXY ,2007
Terror. Intriga. Comedia de terror. Casas encantadas. Expresionismo alemán. Cine mudo,"6,5",El legado tenebroso ,1927
Comedia. Aventuras. Siglo XVIII,"6,5",Tom Jones ,1963
Drama. Años 40. Religión. Medicina. Abusos sexuales. Basado en hechos reales,"6,5",Las inocentes ,2016
Bélico. II Guerra Mundial,"6,5",Invasión en Birmania ,1962
Drama. Años 60. Nazismo. Holocausto. Basado en hechos reales,"6,5",Hannah Arendt ,2012
Drama. Policíaco. Drama psicológico,"6,5",La humanidad ,1999
Comedia. Trabajo/empleo. Dogma,"6,5",El jefe de todo esto ,2006
Drama. Familia,"6,5",Viaje al cuarto de una madre ,2018
Cine negro. Serie B. Robos & Atracos,"6,5",Atraco al furgón blindado ,1950
Drama. Comedia. ,"6,5",Requiem por la Sra. J. ,2017
Thriller. Neo-noir,"6,5",Los felinos ,1964
Aventuras. Piratas. Aventuras marinas. Siglo XVII,"6,5",El capitán Kidd ,1945
Documental. Documental sobre cine,"6,5",Un cine como tú en un país como este ,2010
Drama. Homosexualidad. Prostitución,"6,5",Viva ,2015
Documental. Documental sobre cine. Telefilm,"6,5","Sergio Leone: Cinema, Cinema (TV)",2001
Aventuras. Bélico. Comedia. Romance. II Guerra Mundial. Comedia romántica,"6,5",Operación Whisky ,1964
Romance. Drama. Drama romántico. Melodrama,"6,5",Yo soy el amor ,2009
Intriga. Thriller. Policíaco. Crimen. Neo-noir. Thriller psicológico. Remake,"6,5",Insomnio ,2002
Intriga. Thriller. Comedia. Thriller psicológico,"6,5",Máscaras ,1987
Drama. Nazismo. II Guerra Mundial. Infancia,"6,5",Niebla en agosto ,2016
Drama. Enfermedad. Alzheimer. Discapacidad,"6,5",La caja de pandora ,2008
Drama. Inmigración. Drama social. Trabajo/empleo,"6,5",Pan y rosas ,2000
Intriga. Thriller. Melodrama. Familia. Adopción. Thriller psicológico. Vida rural (Norteamérica). Cine independiente USA,"6,5",La casa roja ,1947
Drama. Cine dentro del cine,"6,5",El león duerme esta noche ,2017
Documental. Animales. Caballos,"6,5",Caballo ganador (Dark Horse) ,2015
Comedia. Romance. Cortometraje. Comedia negra. Infancia,"6,5",El amor me queda grande (C),2014
Drama. ,"6,5",El pequeño Lord ,1936
Comedia. Sátira. Comedia negra. Política. Spin-off,"6,5",In the Loop ,2009
Drama. ,"6,5",Caos calmo ,2008
Drama. Comedia dramática. Amistad,"6,5",The Good Heart (Un buen corazón) ,2009
Drama. Drama sureño. Política. Vida rural (Norteamérica),"6,5",Un león en las calles ,1953
Drama. Fantástico. Romance. Gran Depresión. Política,"6,5",El despertar de una nación ,1933
Musical. ,"6,5",Tango ,1998
Drama. Comedia. Neo-noir. Familia. Comedia dramática. Comedia negra,"6,5",Hamlet se mete a hombre de negocios ,1987
Cine negro. Intriga. Thriller. Drama. Crimen,"6,5",La dalia azul ,1946
Documental. Naturaleza,"6,5",OMG: Organismo Modificado Genéticamente ,2013
Drama. Infancia. Pobreza. Naturaleza. Cine independiente USA. Realismo mágico,"6,5",Bestias del sur salvaje ,2012
Drama. Melodrama. Drama psicológico,"6,5",Eva ,1962
Intriga. Thriller. Crimen. Policíaco. Neo-noir. Secuela,"6,5",Profanación (Los casos del Departamento Q) ,2014
Drama. Siglo XIX. Drama psicológico,"6,5",Atormentada ,1949
Terror. Intriga. Cine negro. Surrealismo. Película de culto. Serie B. Cine experimental. Cine independiente USA. Mediometraje,"6,5",Dementia ,1955
Thriller. Años 60. Años 80. Años 90. Periodismo. Política. Guerra Fría. Basado en hechos reales,"6,5",The Idealist ,2015
Drama. Intriga. Romance. Robos & Atracos. Crimen. Ajedrez,"6,5",El caso de Thomas Crown ,1968
